thickness,crossplane,r,x,y,t
1.99526e-05,10.6173,0.3,20,20,400
2.51189e-05,10.6285,0.3,20,20,400
3.16228e-05,10.6376,0.3,20,20,400
3.98107e-05,10.6448,0.3,20,20,400
5.01187e-05,10.6506,0.3,20,20,400
6.30957e-05,10.6552,0.3,20,20,400
7.94328e-05,10.6589,0.3,20,20,400
0.0001,10.6619,0.3,20,20,400
1e-09,1.19515,0.3,20,20,500
1.25893e-09,1.42462,0.3,20,20,500
1.58489e-09,1.68543,0.3,20,20,500
1.99526e-09,1.978,0.3,20,20,500
2.51189e-09,2.30164,0.3,20,20,500
3.16228e-09,2.65448,0.3,20,20,500
3.98107e-09,3.0334,0.3,20,20,500
5.01187e-09,3.43414,0.3,20,20,500
6.30957e-09,3.85151,0.3,20,20,500
7.94328e-09,4.27973,0.3,20,20,500
1e-08,4.7127,0.3,20,20,500
1.25893e-08,5.14446,0.3,20,20,500
1.58489e-08,5.5694,0.3,20,20,500
1.99526e-08,5.98259,0.3,20,20,500
2.51189e-08,6.37986,0.3,20,20,500
3.16228e-08,6.7579,0.3,20,20,500
3.98107e-08,7.11429,0.3,20,20,500
5.01187e-08,7.44744,0.3,20,20,500
6.30957e-08,7.75657,0.3,20,20,500
7.94328e-08,8.04162,0.3,20,20,500
1e-07,8.30318,0.3,20,20,500
1.25893e-07,8.54239,0.3,20,20,500
1.58489e-07,8.76081,0.3,20,20,500
1.99526e-07,8.96029,0.3,20,20,500
2.51189e-07,9.14279,0.3,20,20,500
3.16228e-07,9.31024,0.3,20,20,500
3.98107e-07,9.46435,0.3,20,20,500
5.01187e-07,9.60649,0.3,20,20,500
6.30957e-07,9.73767,0.3,20,20,500
7.94328e-07,9.85847,0.3,20,20,500
1e-06,9.96918,0.3,20,20,500
1.25893e-06,10.0699,0.3,20,20,500
1.58489e-06,10.1605,0.3,20,20,500
1.99526e-06,10.2412,0.3,20,20,500
2.51189e-06,10.3121,0.3,20,20,500
3.16228e-06,10.3736,0.3,20,20,500
3.98107e-06,10.4263,0.3,20,20,500
5.01187e-06,10.471,0.3,20,20,500
6.30957e-06,10.5085,0.3,20,20,500
7.94328e-06,10.5396,0.3,20,20,500
1e-05,10.5653,0.3,20,20,500
1.25893e-05,10.5863,0.3,20,20,500
1.58489e-05,10.6035,0.3,20,20,500
1.99526e-05,10.6173,0.3,20,20,500
2.51189e-05,10.6285,0.3,20,20,500
3.16228e-05,10.6376,0.3,20,20,500
3.98107e-05,10.6448,0.3,20,20,500
5.01187e-05,10.6506,0.3,20,20,500
6.30957e-05,10.6552,0.3,20,20,500
7.94328e-05,10.6589,0.3,20,20,500
0.0001,10.6619,0.3,20,20,500
1e-09,0.622856,0.5,2,2,300
1.25893e-09,0.701383,0.5,2,2,300
1.58489e-09,0.785183,0.5,2,2,300
1.99526e-09,0.874275,0.5,2,2,300
2.51189e-09,0.968728,0.5,2,2,300
3.16228e-09,1.06865,0.5,2,2,300
3.98107e-09,1.1742,0.5,2,2,300
5.01187e-09,1.28554,0.5,2,2,300
6.30957e-09,1.40284,0.5,2,2,300
7.94328e-09,1.5263,0.5,2,2,300
1e-08,1.65607,0.5,2,2,300
1.25893e-08,1.79232,0.5,2,2,300
1.58489e-08,1.93517,0.5,2,2,300
1.99526e-08,2.08476,0.5,2,2,300
2.51189e-08,2.24117,0.5,2,2,300
3.16228e-08,2.40447,0.5,2,2,300
3.98107e-08,2.57469,0.5,2,2,300
5.01187e-08,2.75182,0.5,2,2,300
6.30957e-08,2.93577,0.5,2,2,300
7.94328e-08,3.12636,0.5,2,2,300
1e-07,3.32328,0.5,2,2,300
1.25893e-07,3.52606,0.5,2,2,300
1.58489e-07,3.73407,0.5,2,2,300
1.99526e-07,3.94648,0.5,2,2,300
2.51189e-07,4.1623,0.5,2,2,300
3.16228e-07,4.38036,0.5,2,2,300
3.98107e-07,4.59937,0.5,2,2,300
5.01187e-07,4.81788,0.5,2,2,300
6.30957e-07,5.03437,0.5,2,2,300
7.94328e-07,5.24718,0.5,2,2,300
1e-06,5.45458,0.5,2,2,300
1.25893e-06,5.65477,0.5,2,2,300
1.58489e-06,5.84593,0.5,2,2,300
1.99526e-06,6.02629,0.5,2,2,300
2.51189e-06,6.19425,0.5,2,2,300
3.16228e-06,6.34849,0.5,2,2,300
3.98107e-06,6.4881,0.5,2,2,300
5.01187e-06,6.61262,0.5,2,2,300
6.30957e-06,6.7221,0.5,2,2,300
7.94328e-06,6.81702,0.5,2,2,300
1e-05,6.89829,0.5,2,2,300
1.25893e-05,6.96705,0.5,2,2,300
1.58489e-05,7.02464,0.5,2,2,300
1.99526e-05,7.07242,0.5,2,2,300
2.51189e-05,7.11177,0.5,2,2,300
3.16228e-05,7.14397,0.5,2,2,300
3.98107e-05,7.17016,0.5,2,2,300
5.01187e-05,7.19137,0.5,2,2,300
6.30957e-05,7.20848,0.5,2,2,300
7.94328e-05,7.22225,0.5,2,2,300
0.0001,7.23329,0.5,2,2,300
1e-09,0.622856,0.5,2,2,400
1.25893e-09,0.701383,0.5,2,2,400
1.58489e-09,0.785183,0.5,2,2,400
1.99526e-09,0.874275,0.5,2,2,400
2.51189e-09,0.968728,0.5,2,2,400
3.16228e-09,1.06865,0.5,2,2,400
3.98107e-09,1.1742,0.5,2,2,400
5.01187e-09,1.28554,0.5,2,2,400
6.30957e-09,1.40284,0.5,2,2,400
7.94328e-09,1.5263,0.5,2,2,400
1e-08,1.65607,0.5,2,2,400
1.25893e-08,1.79232,0.5,2,2,400
1.58489e-08,1.93517,0.5,2,2,400
1.99526e-08,2.08476,0.5,2,2,400
2.51189e-08,2.24117,0.5,2,2,400
3.16228e-08,2.40447,0.5,2,2,400
3.98107e-08,2.57469,0.5,2,2,400
5.01187e-08,2.75182,0.5,2,2,400
6.30957e-08,2.93577,0.5,2,2,400
7.94328e-08,3.12636,0.5,2,2,400
1e-07,3.32328,0.5,2,2,400
1.25893e-07,3.52606,0.5,2,2,400
1.58489e-07,3.73407,0.5,2,2,400
1.99526e-07,3.94648,0.5,2,2,400
2.51189e-07,4.1623,0.5,2,2,400
3.16228e-07,4.38036,0.5,2,2,400
3.98107e-07,4.59937,0.5,2,2,400
5.01187e-07,4.81788,0.5,2,2,400
6.30957e-07,5.03437,0.5,2,2,400
7.94328e-07,5.24718,0.5,2,2,400
1e-06,5.45458,0.5,2,2,400
1.25893e-06,5.65477,0.5,2,2,400
1.58489e-06,5.84593,0.5,2,2,400
1.99526e-06,6.02629,0.5,2,2,400
2.51189e-06,6.19425,0.5,2,2,400
3.16228e-06,6.34849,0.5,2,2,400
3.98107e-06,6.4881,0.5,2,2,400
5.01187e-06,6.61262,0.5,2,2,400
6.30957e-06,6.7221,0.5,2,2,400
7.94328e-06,6.81702,0.5,2,2,400
1e-05,6.89829,0.5,2,2,400
1.25893e-05,6.96705,0.5,2,2,400
1.58489e-05,7.02464,0.5,2,2,400
1.99526e-05,7.07242,0.5,2,2,400
2.51189e-05,7.11177,0.5,2,2,400
3.16228e-05,7.14397,0.5,2,2,400
3.98107e-05,7.17016,0.5,2,2,400
5.01187e-05,7.19137,0.5,2,2,400
6.30957e-05,7.20848,0.5,2,2,400
7.94328e-05,7.22225,0.5,2,2,400
0.0001,7.23329,0.5,2,2,400
1e-09,0.622856,0.5,2,2,500
1.25893e-09,0.701383,0.5,2,2,500
1.58489e-09,0.785183,0.5,2,2,500
1.99526e-09,0.874275,0.5,2,2,500
2.51189e-09,0.968728,0.5,2,2,500
3.16228e-09,1.06865,0.5,2,2,500
3.98107e-09,1.1742,0.5,2,2,500
5.01187e-09,1.28554,0.5,2,2,500
6.30957e-09,1.40284,0.5,2,2,500
7.94328e-09,1.5263,0.5,2,2,500
1e-08,1.65607,0.5,2,2,500
1.25893e-08,1.79232,0.5,2,2,500
1.58489e-08,1.93517,0.5,2,2,500
1.99526e-08,2.08476,0.5,2,2,500
2.51189e-08,2.24117,0.5,2,2,500
3.16228e-08,2.40447,0.5,2,2,500
3.98107e-08,2.57469,0.5,2,2,500
5.01187e-08,2.75182,0.5,2,2,500
6.30957e-08,2.93577,0.5,2,2,500
7.94328e-08,3.12636,0.5,2,2,500
1e-07,3.32328,0.5,2,2,500
1.25893e-07,3.52606,0.5,2,2,500
1.58489e-07,3.73407,0.5,2,2,500
1.99526e-07,3.94648,0.5,2,2,500
2.51189e-07,4.1623,0.5,2,2,500
3.16228e-07,4.38036,0.5,2,2,500
3.98107e-07,4.59937,0.5,2,2,500
5.01187e-07,4.81788,0.5,2,2,500
6.30957e-07,5.03437,0.5,2,2,500
7.94328e-07,5.24718,0.5,2,2,500
1e-06,5.45458,0.5,2,2,500
1.25893e-06,5.65477,0.5,2,2,500
1.58489e-06,5.84593,0.5,2,2,500
1.99526e-06,6.02629,0.5,2,2,500
2.51189e-06,6.19425,0.5,2,2,500
3.16228e-06,6.34849,0.5,2,2,500
3.98107e-06,6.4881,0.5,2,2,500
5.01187e-06,6.61262,0.5,2,2,500
6.30957e-06,6.7221,0.5,2,2,500
7.94328e-06,6.81702,0.5,2,2,500
1e-05,6.89829,0.5,2,2,500
1.25893e-05,6.96705,0.5,2,2,500
1.58489e-05,7.02464,0.5,2,2,500
1.99526e-05,7.07242,0.5,2,2,500
2.51189e-05,7.11177,0.5,2,2,500
3.16228e-05,7.14397,0.5,2,2,500
3.98107e-05,7.17016,0.5,2,2,500
5.01187e-05,7.19137,0.5,2,2,500
6.30957e-05,7.20848,0.5,2,2,500
7.94328e-05,7.22225,0.5,2,2,500
0.0001,7.23329,0.5,2,2,500
1e-09,0.734712,0.5,2,5,300
1.25893e-09,0.829286,0.5,2,5,300
1.58489e-09,0.929331,0.5,2,5,300
1.99526e-09,1.03437,0.5,2,5,300
2.51189e-09,1.14393,0.5,2,5,300
3.16228e-09,1.25757,0.5,2,5,300
3.98107e-09,1.37486,0.5,2,5,300
5.01187e-09,1.49537,0.5,2,5,300
6.30957e-09,1.61866,0.5,2,5,300
7.94328e-09,1.74427,0.5,2,5,300
1e-08,1.87168,0.5,2,5,300
1.25893e-08,2.00033,0.5,2,5,300
1.58489e-08,2.12961,0.5,2,5,300
1.99526e-08,2.25886,0.5,2,5,300
2.51189e-08,2.38739,0.5,2,5,300
3.16228e-08,2.51451,0.5,2,5,300
3.98107e-08,2.63954,0.5,2,5,300
5.01187e-08,2.76184,0.5,2,5,300
6.30957e-08,2.8808,0.5,2,5,300
7.94328e-08,2.99588,0.5,2,5,300
1e-07,3.1066,0.5,2,5,300
1.25893e-07,3.21254,0.5,2,5,300
1.58489e-07,3.31332,0.5,2,5,300
1.99526e-07,3.40862,0.5,2,5,300
2.51189e-07,3.49815,0.5,2,5,300
3.16228e-07,3.58164,0.5,2,5,300
3.98107e-07,3.65888,0.5,2,5,300
5.01187e-07,3.72967,0.5,2,5,300
6.30957e-07,3.79388,0.5,2,5,300
7.94328e-07,3.8515,0.5,2,5,300
1e-06,3.90257,0.5,2,5,300
1.25893e-06,3.94731,0.5,2,5,300
1.58489e-06,3.98602,0.5,2,5,300
1.99526e-06,4.01914,0.5,2,5,300
2.51189e-06,4.04716,0.5,2,5,300
3.16228e-06,4.07064,0.5,2,5,300
3.98107e-06,4.09013,0.5,2,5,300
5.01187e-06,4.1062,0.5,2,5,300
6.30957e-06,4.11936,0.5,2,5,300
7.94328e-06,4.13007,0.5,2,5,300
1e-05,4.13875,0.5,2,5,300
1.25893e-05,4.14576,0.5,2,5,300
1.58489e-05,4.1514,0.5,2,5,300
1.99526e-05,4.15593,0.5,2,5,300
2.51189e-05,4.15956,0.5,2,5,300
3.16228e-05,4.16246,0.5,2,5,300
3.98107e-05,4.16477,0.5,2,5,300
5.01187e-05,4.16662,0.5,2,5,300
6.30957e-05,4.16809,0.5,2,5,300
7.94328e-05,4.16927,0.5,2,5,300
0.0001,4.1702,0.5,2,5,300
1e-09,0.734712,0.5,2,5,400
1.25893e-09,0.829286,0.5,2,5,400
1.58489e-09,0.929331,0.5,2,5,400
1.99526e-09,1.03437,0.5,2,5,400
2.51189e-09,1.14393,0.5,2,5,400
3.16228e-09,1.25757,0.5,2,5,400
3.98107e-09,1.37486,0.5,2,5,400
5.01187e-09,1.49537,0.5,2,5,400
6.30957e-09,1.61866,0.5,2,5,400
7.94328e-09,1.74427,0.5,2,5,400
1e-08,1.87168,0.5,2,5,400
1.25893e-08,2.00033,0.5,2,5,400
1.58489e-08,2.12961,0.5,2,5,400
1.99526e-08,2.25886,0.5,2,5,400
2.51189e-08,2.38739,0.5,2,5,400
3.16228e-08,2.51451,0.5,2,5,400
3.98107e-08,2.63954,0.5,2,5,400
5.01187e-08,2.76184,0.5,2,5,400
6.30957e-08,2.8808,0.5,2,5,400
7.94328e-08,2.99588,0.5,2,5,400
1e-07,3.1066,0.5,2,5,400
1.25893e-07,3.21254,0.5,2,5,400
1.58489e-07,3.31332,0.5,2,5,400
1.99526e-07,3.40862,0.5,2,5,400
2.51189e-07,3.49815,0.5,2,5,400
3.16228e-07,3.58164,0.5,2,5,400
3.98107e-07,3.65888,0.5,2,5,400
5.01187e-07,3.72967,0.5,2,5,400
6.30957e-07,3.79388,0.5,2,5,400
7.94328e-07,3.8515,0.5,2,5,400
1e-06,3.90257,0.5,2,5,400
1.25893e-06,3.94731,0.5,2,5,400
1.58489e-06,3.98602,0.5,2,5,400
1.99526e-06,4.01914,0.5,2,5,400
2.51189e-06,4.04716,0.5,2,5,400
3.16228e-06,4.07064,0.5,2,5,400
3.98107e-06,4.09013,0.5,2,5,400
5.01187e-06,4.1062,0.5,2,5,400
6.30957e-06,4.11936,0.5,2,5,400
7.94328e-06,4.13007,0.5,2,5,400
1e-05,4.13875,0.5,2,5,400
1.25893e-05,4.14576,0.5,2,5,400
1.58489e-05,4.1514,0.5,2,5,400
1.99526e-05,4.15593,0.5,2,5,400
2.51189e-05,4.15956,0.5,2,5,400
3.16228e-05,4.16246,0.5,2,5,400
3.98107e-05,4.16477,0.5,2,5,400
5.01187e-05,4.16662,0.5,2,5,400
6.30957e-05,4.16809,0.5,2,5,400
7.94328e-05,4.16927,0.5,2,5,400
0.0001,4.1702,0.5,2,5,400
1e-09,0.734712,0.5,2,5,500
1.25893e-09,0.829286,0.5,2,5,500
1.58489e-09,0.929331,0.5,2,5,500
1.99526e-09,1.03437,0.5,2,5,500
2.51189e-09,1.14393,0.5,2,5,500
3.16228e-09,1.25757,0.5,2,5,500
3.98107e-09,1.37486,0.5,2,5,500
5.01187e-09,1.49537,0.5,2,5,500
6.30957e-09,1.61866,0.5,2,5,500
7.94328e-09,1.74427,0.5,2,5,500
1e-08,1.87168,0.5,2,5,500
1.25893e-08,2.00033,0.5,2,5,500
1.58489e-08,2.12961,0.5,2,5,500
1.99526e-08,2.25886,0.5,2,5,500
2.51189e-08,2.38739,0.5,2,5,500
3.16228e-08,2.51451,0.5,2,5,500
3.98107e-08,2.63954,0.5,2,5,500
5.01187e-08,2.76184,0.5,2,5,500
6.30957e-08,2.8808,0.5,2,5,500
7.94328e-08,2.99588,0.5,2,5,500
1e-07,3.1066,0.5,2,5,500
1.25893e-07,3.21254,0.5,2,5,500
1.58489e-07,3.31332,0.5,2,5,500
1.99526e-07,3.40862,0.5,2,5,500
2.51189e-07,3.49815,0.5,2,5,500
3.16228e-07,3.58164,0.5,2,5,500
3.98107e-07,3.65888,0.5,2,5,500
5.01187e-07,3.72967,0.5,2,5,500
6.30957e-07,3.79388,0.5,2,5,500
7.94328e-07,3.8515,0.5,2,5,500
1e-06,3.90257,0.5,2,5,500
1.25893e-06,3.94731,0.5,2,5,500
1.58489e-06,3.98602,0.5,2,5,500
1.99526e-06,4.01914,0.5,2,5,500
2.51189e-06,4.04716,0.5,2,5,500
3.16228e-06,4.07064,0.5,2,5,500
3.98107e-06,4.09013,0.5,2,5,500
5.01187e-06,4.1062,0.5,2,5,500
6.30957e-06,4.11936,0.5,2,5,500
7.94328e-06,4.13007,0.5,2,5,500
1e-05,4.13875,0.5,2,5,500
1.25893e-05,4.14576,0.5,2,5,500
1.58489e-05,4.1514,0.5,2,5,500
1.99526e-05,4.15593,0.5,2,5,500
2.51189e-05,4.15956,0.5,2,5,500
3.16228e-05,4.16246,0.5,2,5,500
3.98107e-05,4.16477,0.5,2,5,500
5.01187e-05,4.16662,0.5,2,5,500
6.30957e-05,4.16809,0.5,2,5,500
7.94328e-05,4.16927,0.5,2,5,500
0.0001,4.1702,0.5,2,5,500
1e-09,0.957597,0.5,2,10,300
1.25893e-09,1.09685,0.5,2,10,300
1.58489e-09,1.24604,0.5,2,10,300
1.99526e-09,1.40411,0.5,2,10,300
2.51189e-09,1.56983,0.5,2,10,300
3.16228e-09,1.74193,0.5,2,10,300
3.98107e-09,1.91911,0.5,2,10,300
5.01187e-09,2.1001,0.5,2,10,300
6.30957e-09,2.28364,0.5,2,10,300
7.94328e-09,2.46849,0.5,2,10,300
1e-08,2.65341,0.5,2,10,300
1.25893e-08,2.83714,0.5,2,10,300
1.58489e-08,3.01843,0.5,2,10,300
1.99526e-08,3.19606,0.5,2,10,300
2.51189e-08,3.36889,0.5,2,10,300
3.16228e-08,3.53589,0.5,2,10,300
3.98107e-08,3.69618,0.5,2,10,300
5.01187e-08,3.84906,0.5,2,10,300
6.30957e-08,3.99403,0.5,2,10,300
7.94328e-08,4.13079,0.5,2,10,300
1e-07,4.25917,0.5,2,10,300
1.25893e-07,4.37913,0.5,2,10,300
1.58489e-07,4.4907,0.5,2,10,300
1.99526e-07,4.59394,0.5,2,10,300
2.51189e-07,4.68891,0.5,2,10,300
3.16228e-07,4.7757,0.5,2,10,300
3.98107e-07,4.8544,0.5,2,10,300
5.01187e-07,4.92516,0.5,2,10,300
6.30957e-07,4.98818,0.5,2,10,300
7.94328e-07,5.04376,0.5,2,10,300
1e-06,5.09227,0.5,2,10,300
1.25893e-06,5.13418,0.5,2,10,300
1.58489e-06,5.17003,0.5,2,10,300
1.99526e-06,5.20039,0.5,2,10,300
2.51189e-06,5.22587,0.5,2,10,300
3.16228e-06,5.24709,0.5,2,10,300
3.98107e-06,5.26462,0.5,2,10,300
5.01187e-06,5.27902,0.5,2,10,300
6.30957e-06,5.29076,0.5,2,10,300
7.94328e-06,5.30031,0.5,2,10,300
1e-05,5.30803,0.5,2,10,300
1.25893e-05,5.31425,0.5,2,10,300
1.58489e-05,5.31925,0.5,2,10,300
1.99526e-05,5.32327,0.5,2,10,300
2.51189e-05,5.32648,0.5,2,10,300
3.16228e-05,5.32905,0.5,2,10,300
3.98107e-05,5.3311,0.5,2,10,300
5.01187e-05,5.33273,0.5,2,10,300
6.30957e-05,5.33403,0.5,2,10,300
7.94328e-05,5.33507,0.5,2,10,300
0.0001,5.3359,0.5,2,10,300
1e-09,0.957597,0.5,2,10,400
1.25893e-09,1.09685,0.5,2,10,400
1.58489e-09,1.24604,0.5,2,10,400
1.99526e-09,1.40411,0.5,2,10,400
2.51189e-09,1.56983,0.5,2,10,400
3.16228e-09,1.74193,0.5,2,10,400
3.98107e-09,1.91911,0.5,2,10,400
5.01187e-09,2.1001,0.5,2,10,400
6.30957e-09,2.28364,0.5,2,10,400
7.94328e-09,2.46849,0.5,2,10,400
1e-08,2.65341,0.5,2,10,400
1.25893e-08,2.83714,0.5,2,10,400
1.58489e-08,3.01843,0.5,2,10,400
1.99526e-08,3.19606,0.5,2,10,400
2.51189e-08,3.36889,0.5,2,10,400
3.16228e-08,3.53589,0.5,2,10,400
3.98107e-08,3.69618,0.5,2,10,400
5.01187e-08,3.84906,0.5,2,10,400
6.30957e-08,3.99403,0.5,2,10,400
7.94328e-08,4.13079,0.5,2,10,400
1e-07,4.25917,0.5,2,10,400
1.25893e-07,4.37913,0.5,2,10,400
1.58489e-07,4.4907,0.5,2,10,400
1.99526e-07,4.59394,0.5,2,10,400
2.51189e-07,4.68891,0.5,2,10,400
3.16228e-07,4.7757,0.5,2,10,400
3.98107e-07,4.8544,0.5,2,10,400
5.01187e-07,4.92516,0.5,2,10,400
6.30957e-07,4.98818,0.5,2,10,400
7.94328e-07,5.04376,0.5,2,10,400
1e-06,5.09227,0.5,2,10,400
1.25893e-06,5.13418,0.5,2,10,400
1.58489e-06,5.17003,0.5,2,10,400
1.99526e-06,5.20039,0.5,2,10,400
2.51189e-06,5.22587,0.5,2,10,400
3.16228e-06,5.24709,0.5,2,10,400
3.98107e-06,5.26462,0.5,2,10,400
5.01187e-06,5.27902,0.5,2,10,400
6.30957e-06,5.29076,0.5,2,10,400
7.94328e-06,5.30031,0.5,2,10,400
1e-05,5.30803,0.5,2,10,400
1.25893e-05,5.31425,0.5,2,10,400
1.58489e-05,5.31925,0.5,2,10,400
1.99526e-05,5.32327,0.5,2,10,400
2.51189e-05,5.32648,0.5,2,10,400
3.16228e-05,5.32905,0.5,2,10,400
3.98107e-05,5.3311,0.5,2,10,400
5.01187e-05,5.33273,0.5,2,10,400
6.30957e-05,5.33403,0.5,2,10,400
7.94328e-05,5.33507,0.5,2,10,400
0.0001,5.3359,0.5,2,10,400
1e-09,0.957597,0.5,2,10,500
1.25893e-09,1.09685,0.5,2,10,500
1.58489e-09,1.24604,0.5,2,10,500
1.99526e-09,1.40411,0.5,2,10,500
2.51189e-09,1.56983,0.5,2,10,500
3.16228e-09,1.74193,0.5,2,10,500
3.98107e-09,1.91911,0.5,2,10,500
5.01187e-09,2.1001,0.5,2,10,500
6.30957e-09,2.28364,0.5,2,10,500
7.94328e-09,2.46849,0.5,2,10,500
1e-08,2.65341,0.5,2,10,500
1.25893e-08,2.83714,0.5,2,10,500
1.58489e-08,3.01843,0.5,2,10,500
1.99526e-08,3.19606,0.5,2,10,500
2.51189e-08,3.36889,0.5,2,10,500
3.16228e-08,3.53589,0.5,2,10,500
3.98107e-08,3.69618,0.5,2,10,500
5.01187e-08,3.84906,0.5,2,10,500
6.30957e-08,3.99403,0.5,2,10,500
7.94328e-08,4.13079,0.5,2,10,500
1e-07,4.25917,0.5,2,10,500
1.25893e-07,4.37913,0.5,2,10,500
1.58489e-07,4.4907,0.5,2,10,500
1.99526e-07,4.59394,0.5,2,10,500
2.51189e-07,4.68891,0.5,2,10,500
3.16228e-07,4.7757,0.5,2,10,500
3.98107e-07,4.8544,0.5,2,10,500
5.01187e-07,4.92516,0.5,2,10,500
6.30957e-07,4.98818,0.5,2,10,500
7.94328e-07,5.04376,0.5,2,10,500
1e-06,5.09227,0.5,2,10,500
1.25893e-06,5.13418,0.5,2,10,500
1.58489e-06,5.17003,0.5,2,10,500
1.99526e-06,5.20039,0.5,2,10,500
2.51189e-06,5.22587,0.5,2,10,500
3.16228e-06,5.24709,0.5,2,10,500
3.98107e-06,5.26462,0.5,2,10,500
5.01187e-06,5.27902,0.5,2,10,500
6.30957e-06,5.29076,0.5,2,10,500
7.94328e-06,5.30031,0.5,2,10,500
1e-05,5.30803,0.5,2,10,500
1.25893e-05,5.31425,0.5,2,10,500
1.58489e-05,5.31925,0.5,2,10,500
1.99526e-05,5.32327,0.5,2,10,500
2.51189e-05,5.32648,0.5,2,10,500
3.16228e-05,5.32905,0.5,2,10,500
3.98107e-05,5.3311,0.5,2,10,500
5.01187e-05,5.33273,0.5,2,10,500
6.30957e-05,5.33403,0.5,2,10,500
7.94328e-05,5.33507,0.5,2,10,500
0.0001,5.3359,0.5,2,10,500
1e-09,1.23625,0.5,2,20,300
1.25893e-09,1.44644,0.5,2,20,300
1.58489e-09,1.6785,0.5,2,20,300
1.99526e-09,1.93135,0.5,2,20,300
2.51189e-09,2.20322,0.5,2,20,300
3.16228e-09,2.49182,0.5,2,20,300
3.98107e-09,2.79442,0.5,2,20,300
5.01187e-09,3.10806,0.5,2,20,300
6.30957e-09,3.42965,0.5,2,20,300
7.94328e-09,3.75613,0.5,2,20,300
1e-08,4.0845,0.5,2,20,300
1.25893e-08,4.41187,0.5,2,20,300
1.58489e-08,4.73548,0.5,2,20,300
1.99526e-08,5.05272,0.5,2,20,300
2.51189e-08,5.36116,0.5,2,20,300
3.16228e-08,5.65859,0.5,2,20,300
3.98107e-08,5.9431,0.5,2,20,300
5.01187e-08,6.21314,0.5,2,20,300
6.30957e-08,6.46756,0.5,2,20,300
7.94328e-08,6.70567,0.5,2,20,300
1e-07,6.92717,0.5,2,20,300
1.25893e-07,7.13216,0.5,2,20,300
1.58489e-07,7.32101,0.5,2,20,300
1.99526e-07,7.49429,0.5,2,20,300
2.51189e-07,7.65265,0.5,2,20,300
3.16228e-07,7.79676,0.5,2,20,300
3.98107e-07,7.92725,0.5,2,20,300
5.01187e-07,8.04468,0.5,2,20,300
6.30957e-07,8.1496,0.5,2,20,300
7.94328e-07,8.24253,0.5,2,20,300
1e-06,8.32409,0.5,2,20,300
1.25893e-06,8.39495,0.5,2,20,300
1.58489e-06,8.45588,0.5,2,20,300
1.99526e-06,8.50776,0.5,2,20,300
2.51189e-06,8.55149,0.5,2,20,300
3.16228e-06,8.58804,0.5,2,20,300
3.98107e-06,8.61833,0.5,2,20,300
5.01187e-06,8.64327,0.5,2,20,300
6.30957e-06,8.66367,0.5,2,20,300
7.94328e-06,8.68026,0.5,2,20,300
1e-05,8.69371,0.5,2,20,300
1.25893e-05,8.70456,0.5,2,20,300
1.58489e-05,8.71329,0.5,2,20,300
1.99526e-05,8.7203,0.5,2,20,300
2.51189e-05,8.72591,0.5,2,20,300
3.16228e-05,8.7304,0.5,2,20,300
3.98107e-05,8.73399,0.5,2,20,300
5.01187e-05,8.73685,0.5,2,20,300
6.30957e-05,8.73913,0.5,2,20,300
7.94328e-05,8.74094,0.5,2,20,300
0.0001,8.74239,0.5,2,20,300
1e-09,1.23625,0.5,2,20,400
1.25893e-09,1.44644,0.5,2,20,400
1.58489e-09,1.6785,0.5,2,20,400
1.99526e-09,1.93135,0.5,2,20,400
2.51189e-09,2.20322,0.5,2,20,400
3.16228e-09,2.49182,0.5,2,20,400
3.98107e-09,2.79442,0.5,2,20,400
5.01187e-09,3.10806,0.5,2,20,400
6.30957e-09,3.42965,0.5,2,20,400
7.94328e-09,3.75613,0.5,2,20,400
1e-08,4.0845,0.5,2,20,400
1.25893e-08,4.41187,0.5,2,20,400
1.58489e-08,4.73548,0.5,2,20,400
1.99526e-08,5.05272,0.5,2,20,400
2.51189e-08,5.36116,0.5,2,20,400
3.16228e-08,5.65859,0.5,2,20,400
3.98107e-08,5.9431,0.5,2,20,400
5.01187e-08,6.21314,0.5,2,20,400
6.30957e-08,6.46756,0.5,2,20,400
7.94328e-08,6.70567,0.5,2,20,400
1e-07,6.92717,0.5,2,20,400
1.25893e-07,7.13216,0.5,2,20,400
1.58489e-07,7.32101,0.5,2,20,400
1.99526e-07,7.49429,0.5,2,20,400
2.51189e-07,7.65265,0.5,2,20,400
3.16228e-07,7.79676,0.5,2,20,400
3.98107e-07,7.92725,0.5,2,20,400
5.01187e-07,8.04468,0.5,2,20,400
6.30957e-07,8.1496,0.5,2,20,400
7.94328e-07,8.24253,0.5,2,20,400
1e-06,8.32409,0.5,2,20,400
1.25893e-06,8.39495,0.5,2,20,400
1.58489e-06,8.45588,0.5,2,20,400
1.99526e-06,8.50776,0.5,2,20,400
2.51189e-06,8.55149,0.5,2,20,400
3.16228e-06,8.58804,0.5,2,20,400
3.98107e-06,8.61833,0.5,2,20,400
5.01187e-06,8.64327,0.5,2,20,400
6.30957e-06,8.66367,0.5,2,20,400
7.94328e-06,8.68026,0.5,2,20,400
1e-05,8.69371,0.5,2,20,400
1.25893e-05,8.70456,0.5,2,20,400
1.58489e-05,8.71329,0.5,2,20,400
1.99526e-05,8.7203,0.5,2,20,400
2.51189e-05,8.72591,0.5,2,20,400
3.16228e-05,8.7304,0.5,2,20,400
3.98107e-05,8.73399,0.5,2,20,400
5.01187e-05,8.73685,0.5,2,20,400
